City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Description
314,El Campo,US,29.1966,-96.2697,31.6,27.86,62,56,6.67,broken clouds
315,Grindavik,IS,63.8424,-22.4338,3.26,3.26,81,75,18.01,broken clouds
316,Pinheiro Machado,BR,-31.5783,-53.3811,13.76,12.81,100,100,3.61,overcast clouds
317,Lodja,CD,-3.4833,23.4333,20.96,20.96,94,85,0.75,light rain
318,Nushki,PK,29.5542,66.0215,24.64,24.64,38,3,1.75,clear sky
319,Saint-Pierre,RE,-21.3393,55.4781,21.8,20.16,78,90,2.06,overcast clouds
320,Ayan,RU,56.45,138.1667,10.03,10.03,82,100,6.31,overcast clouds
321,Nishihara,JP,26.1842,127.7558,28.03,27.6,86,40,3.09,scattered clouds
322,Santo Estêvão,BR,-12.4303,-39.2514,21.55,21.55,72,23,3.93,few clouds
323,Nyurba,RU,63.2842,118.3319,-3.01,-3.01,92,10,2.79,clear sky
324,Bathsheba,BB,13.2167,-59.5167,27.34,27.34,83,40,2.06,scattered clouds
325,Hualmay,PE,-11.0964,-77.6139,17.61,17.61,80,54,2.95,broken clouds
326,Mount Gambier,AU,-37.8333,140.7667,12.81,12.81,85,100,3.28,overcast clouds
327,Broken Hill,AU,-31.95,141.4333,19.53,19.53,51,5,3.02,clear sky
328,Paamiut,GL,61.994,-49.6678,1.73,1.73,49,34,2.23,scattered clouds
329,Codrington,AU,-38.2667,141.9667,12.94,12.94,73,100,3.75,overcast clouds
330,Mabaruma,GY,8.2,-59.7833,24.83,24.83,92,58,2.25,broken clouds
331,Pangai,TO,-19.8,-174.35,27.06,27.06,69,20,6.17,few clouds
332,Miyako,JP,39.6367,141.9525,19.06,19.06,78,50,3.02,scattered clouds
333,Chinhoyi,ZW,-17.3667,30.2,21.1,21.1,37,7,2.0,clear sky
334,Viedma,AR,-40.8135,-62.9967,10.5,10.5,44,3,5.19,clear sky
335,Nantucket,US,41.2835,-70.0995,19.52,17.79,90,85,8.02,overcast clouds
336,Bonavista,CA,48.6499,-53.1147,16.73,16.73,91,58,8.38,broken clouds
337,Benghazi,LY,32.1167,20.0667,24.38,24.38,75,0,2.4,clear sky
338,Belmonte,BR,-15.8631,-38.8828,24.28,24.28,83,6,3.23,clear sky
339,Dunedin,NZ,-45.8742,170.5036,14.14,14.14,51,65,0.96,broken clouds
340,Lázaro Cárdenas,MX,17.9583,-102.2,28.49,28.49,73,24,2.61,few clouds
341,Cockburn Town,TC,21.4612,-71.1419,28.55,28.55,70,14,3.72,few clouds
342,Soyo,AO,-6.1349,12.3689,24.0,24.0,82,84,4.79,broken clouds
343,St. George's,GD,12.0564,-61.7485,27.55,27.55,78,38,4.04,scattered clouds
344,Maragogi,BR,-9.0122,-35.2225,24.1,24.1,81,23,4.52,few clouds
345,Taylorville,US,39.5489,-89.2945,30.12,27.22,51,0,2.04,clear sky
346,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,11.33,11.33,71,75,1.0,broken clouds
347,Bonthe,SL,7.5264,-12.505,25.12,25.12,89,99,1.51,moderate rain
348,Vrangel',RU,42.7297,133.0839,18.48,18.48,88,100,4.99,overcast clouds
349,Arlit,NE,18.7369,7.3853,33.63,33.63,14,91,6.45,overcast clouds
350,Santa Cruz de la Sierra,BO,-17.8,-63.1667,30.53,30.53,36,5,4.35,clear sky
351,Brazzaville,CG,-4.2658,15.2832,24.55,24.55,75,96,0.79,overcast clouds
352,Campo Maior,BR,-4.8278,-42.1686,30.58,30.58,49,75,4.11,broken clouds
353,Capoterra,IT,39.1763,8.9718,21.41,19.2,75,30,3.09,scattered clouds
354,Sarakhs,IR,36.5449,61.1577,18.41,18.41,35,0,2.15,clear sky
355,Nemuro,JP,43.3236,145.575,15.57,15.57,72,92,5.01,overcast clouds
356,Camacha,PT,33.0833,-16.3333,21.96,20.68,78,20,4.63,few clouds
357,Padang,ID,-0.9492,100.3543,24.03,24.03,93,100,1.44,overcast clouds
358,Cayenne,GF,4.9333,-52.3333,28.38,25.02,81,20,0.89,few clouds
359,Edéia,BR,-17.3383,-49.9314,30.05,30.05,29,37,1.05,scattered clouds
360,Altay,CN,47.8667,88.1167,6.76,6.76,57,49,2.64,scattered clouds
361,Bengkulu,ID,-3.8004,102.2655,23.86,23.86,90,95,1.65,light rain
362,Bulgan,MN,48.8125,103.5347,-0.25,-0.25,65,100,1.12,overcast clouds
363,Yoichi,JP,43.2039,140.7703,20.34,19.87,70,87,3.52,overcast clouds
364,Bundaberg,AU,-24.85,152.35,22.34,22.16,55,90,2.68,overcast clouds
365,Saint George,US,37.1041,-113.5841,31.26,26.85,26,40,1.34,scattered clouds
366,Abu Dhabi,AE,24.4667,54.3667,32.06,32.01,70,0,2.06,clear sky
367,Haldwani,IN,29.2167,79.5167,23.97,23.97,80,24,1.91,few clouds
368,San Quintín,MX,30.4833,-115.95,21.41,21.41,71,11,8.38,few clouds
369,Amapá,BR,1.0,-52.0,28.96,28.96,50,53,3.09,broken clouds
370,Portland,US,45.5234,-122.6762,18.07,12.72,84,90,0.89,overcast clouds
371,Sola,VU,-13.8833,167.55,25.86,25.86,81,100,4.62,overcast clouds
372,Acapulco de Juárez,MX,16.8634,-99.8901,28.64,28.64,73,50,2.91,scattered clouds
373,Lovington,US,32.944,-103.3485,28.47,25.79,28,4,3.13,clear sky
374,Homer,US,59.6425,-151.5483,9.87,7.11,50,1,3.6,clear sky
375,Lesnoy,RU,57.6198,63.0784,1.46,1.46,79,95,3.21,overcast clouds
376,Cap Malheureux,MU,-19.9842,57.6142,22.48,22.48,67,49,3.13,scattered clouds
377,Sorong,ID,-0.8833,131.25,26.82,26.82,82,96,1.63,overcast clouds
378,Cervo,ES,43.6702,-7.4101,16.65,12.33,82,58,4.59,broken clouds
379,Birjand,IR,32.8663,59.2211,19.9,19.9,19,0,2.75,clear sky
380,Kavaratti,IN,10.5669,72.642,27.5,27.5,78,96,7.83,overcast clouds
381,Abalak,RU,58.1286,68.5944,0.4,0.4,95,35,2.94,scattered clouds
382,Kalabo,ZM,-14.97,22.6814,22.64,22.64,28,21,1.59,few clouds
383,Ayaviri,PE,-14.8864,-70.5889,13.45,13.45,26,2,3.85,clear sky
384,Otradnoye,RU,59.7775,30.8181,8.91,7.75,70,99,1.4,overcast clouds
385,Los Llanos de Aridane,ES,28.6585,-17.9182,22.85,20.86,74,75,6.17,broken clouds
386,Uberlândia,BR,-18.9186,-48.2772,27.95,27.95,31,64,1.96,broken clouds
387,Qui Nhon,VN,13.7667,109.2333,25.45,25.45,87,100,2.72,overcast clouds
388,Várzea Grande,BR,-15.6467,-56.1325,30.93,30.93,48,0,1.54,clear sky
389,Zaidpur,IN,26.8333,81.3333,27.04,27.04,88,49,2.76,scattered clouds
390,Ust-Maya,RU,60.4167,134.5333,3.88,3.88,96,100,1.31,overcast clouds
391,Honiara,SB,-9.4333,159.95,27.74,27.74,79,100,3.37,overcast clouds
392,Doha,QA,25.2867,51.5333,28.99,27.94,70,0,0.0,clear sky
393,Robertsport,LR,6.7533,-11.3686,25.93,25.93,83,94,1.89,light rain
394,Gizo Government Station,SB,-8.103,156.8419,28.18,28.18,75,100,2.34,overcast clouds
395,Dingle,PH,10.9995,122.6711,25.75,25.75,88,95,1.4,overcast clouds
396,Yuzhno-Kurilsk,RU,44.0306,145.8556,15.65,15.65,75,71,5.78,broken clouds
397,Ségou,ML,13.4317,-6.2157,28.72,28.72,49,3,3.57,clear sky
398,Berdigestyakh,RU,62.0989,126.6992,0.14,0.14,67,9,1.87,clear sky
399,Saint-Augustin,CA,51.226,-58.6502,10.15,10.15,78,11,4.59,few clouds
400,Lumeje,AO,-11.55,20.7833,21.25,21.25,42,12,1.98,few clouds
401,Marfino,RU,55.7028,37.3822,3.08,-0.03,93,0,1.0,clear sky
402,Yanam,IN,16.7333,82.2167,23.53,23.53,97,100,1.56,overcast clouds
403,San Juan,AR,-31.5375,-68.5364,23.18,23.18,27,0,3.61,clear sky
404,Luwuk,ID,-0.9516,122.7875,26.61,26.61,81,83,2.31,broken clouds
405,Nicoya,CR,10.1483,-85.452,21.75,21.75,87,92,0.81,light rain
406,Quelimane,MZ,-17.8786,36.8883,24.39,24.39,69,0,3.44,clear sky
407,Pemba,MZ,-12.974,40.5178,24.31,24.31,80,6,3.61,clear sky
408,Port Lincoln,AU,-34.7333,135.8667,15.4,15.4,74,12,2.81,few clouds
409,Ol'ga,RU,43.7444,135.2892,16.98,16.98,94,100,1.66,overcast clouds
410,Hobyo,SO,5.3505,48.5268,25.87,25.87,82,12,11.01,few clouds
411,Lichuan,CN,30.3,108.85,16.31,16.31,97,86,0.86,light rain
412,Vila Franca do Campo,PT,37.7167,-25.4333,22.23,22.23,90,19,2.54,few clouds
413,Ust'-Ilimsk,RU,58.0006,102.6619,0.33,0.33,99,100,1.11,overcast clouds
414,Ahvāz,IR,31.3203,48.6693,30.63,30.63,9,0,2.81,clear sky
415,Garissa,KE,-0.4536,39.6401,23.59,23.59,83,86,7.33,overcast clouds
416,Kumluca,TR,36.3703,30.2869,24.2,24.2,53,0,1.54,clear sky
417,Pisco,PE,-13.7,-76.2167,17.03,16.68,82,0,2.06,clear sky
418,Alice Springs,AU,-23.7,133.8833,19.75,19.75,21,0,3.09,clear sky
419,Kailua,US,21.4022,-157.7394,28.99,27.26,67,31,6.58,light rain
420,Agüimes,ES,27.9054,-15.4461,22.03,21.03,74,40,12.86,scattered clouds
421,Tilichiki,RU,60.4667,166.1,-1.35,-1.35,77,100,4.43,light snow
422,Kuytun,RU,54.3419,101.5036,-1.81,-1.81,96,99,2.68,overcast clouds
423,Evanston,US,42.0411,-87.6901,22.47,17.41,65,1,0.45,clear sky
424,Diamantino,BR,-14.4086,-56.4461,27.22,27.22,56,76,1.38,broken clouds
425,Springdale,US,36.1867,-94.1288,31.13,26.29,40,1,4.47,clear sky
426,San Alberto,CO,7.7611,-73.3922,25.47,25.47,91,100,1.22,overcast clouds
427,Sakakah,SA,29.9697,40.2064,25.57,25.57,27,0,3.52,clear sky
428,Sal Rei,CV,16.1833,-22.9167,26.31,26.31,82,2,4.14,clear sky
429,Lengshuitan,CN,26.4111,111.5956,23.96,23.96,90,25,2.82,scattered clouds
430,Safi,MA,32.2994,-9.2372,20.39,20.39,87,7,9.56,clear sky
431,Puerto Baquerizo Moreno,EC,-0.9,-89.6,20.81,20.81,86,60,4.08,broken clouds
432,Halifax,CA,44.6453,-63.5724,18.04,16.5,97,100,0.89,overcast clouds
433,Sambava,MG,-14.2667,50.1667,21.43,21.43,87,44,4.2,light rain
434,Barra do Garças,BR,-15.89,-52.2567,28.85,28.85,37,23,1.32,few clouds
435,Biscarrosse,FR,44.3945,-1.1672,17.64,13.51,88,90,3.09,overcast clouds
436,Port Hardy,CA,50.6996,-127.4199,12.11,12.11,68,73,4.35,broken clouds
437,Warri,NG,5.5167,5.75,24.34,24.34,92,27,1.6,scattered clouds
438,Saint-François,FR,46.4154,3.9054,12.69,11.93,96,0,2.06,clear sky
439,Aden,YE,12.7794,45.0367,32.2,32.2,60,100,1.92,overcast clouds
440,Sibu,MY,2.3,111.8167,23.65,23.65,98,100,0.62,overcast clouds
441,Chipinge,ZW,-20.1883,32.6236,17.57,17.57,61,0,1.57,clear sky
442,Broome,US,42.2506,-75.833,14.45,10.32,67,1,0.45,clear sky
443,Marawi,PH,7.9986,124.2928,20.36,20.36,89,99,1.14,overcast clouds
444,Tazovsky,RU,67.4667,78.7,-0.35,-0.35,83,6,2.42,clear sky
445,Brasília de Minas,BR,-16.2064,-44.4333,24.76,24.76,44,45,2.72,scattered clouds
446,Cukai,MY,4.25,103.4167,24.66,24.66,91,99,1.16,overcast clouds
447,Chaves,US,33.3834,-104.4505,28.1,26.23,38,90,4.12,overcast clouds
448,Tucumã,BR,-0.1833,-50.05,26.24,26.24,74,8,3.65,clear sky
449,Togur,RU,58.3631,82.8265,1.86,1.86,87,86,2.39,overcast clouds
450,Mapimí,MX,25.8167,-103.85,30.65,30.65,30,45,1.67,scattered clouds
451,Oranjestad,AW,12.524,-70.027,29.39,29.39,76,9,3.58,clear sky
452,Nouadhibou,MR,20.931,-17.0347,27.03,27.03,57,17,9.61,few clouds
453,Ginda,IN,30.6945,78.4932,15.41,15.41,81,3,2.43,clear sky
454,Pindushi,RU,62.9152,34.58,6.35,6.35,94,26,1.76,scattered clouds
455,Muncie,US,40.1934,-85.3864,24.81,22.34,72,5,3.15,clear sky
456,Laas,IT,46.6166,10.7002,13.9,10.94,95,98,1.99,overcast clouds
457,Freetown,SL,8.484,-13.2299,25.94,25.94,84,99,2.64,light rain
458,Esperance,AU,-33.8667,121.9,10.91,10.91,87,99,3.59,overcast clouds
459,Leningradskiy,RU,69.3833,178.4167,-4.24,-4.24,96,100,5.55,light snow
460,Mimongo,GA,-1.6195,11.6068,21.31,21.31,99,100,1.17,moderate rain
461,Rabo de Peixe,PT,37.8,-25.5833,21.73,21.73,88,40,2.57,scattered clouds
462,Pitimbu,BR,-7.4706,-34.8086,25.02,25.02,79,7,7.27,clear sky
463,Daokou,CN,35.5639,114.5058,15.54,15.54,95,4,3.03,light rain
464,Abu Kamal,SY,34.4506,40.9171,25.73,25.73,31,0,3.21,clear sky
465,Baeza,ES,37.9938,-3.471,20.15,17.42,41,1,0.53,clear sky
466,High Level,CA,58.5169,-117.136,15.99,15.99,47,11,2.0,few clouds
467,Dalian,CN,38.9122,121.6022,21.46,15.96,100,0,1.0,clear sky
468,Joaquim Gomes,BR,-9.1373,-35.7519,27.14,27.14,88,20,1.03,few clouds
469,Kumul,CN,42.8,93.45,16.87,16.87,26,2,0.69,clear sky
470,Noyabrsk,RU,63.1994,75.4507,0.58,0.58,78,100,4.03,overcast clouds
471,Vao,NC,-22.6667,167.4833,20.28,20.28,76,26,8.66,scattered clouds
472,Marystown,CA,47.1666,-55.1483,16.59,16.59,100,96,0.89,overcast clouds
473,Novy Urengoy,RU,66.0833,76.6333,0.47,0.47,74,18,2.02,few clouds
474,Alyangula,AU,-13.8483,136.4192,27.68,27.68,71,43,5.25,scattered clouds
475,Bom Jesus,BR,-9.0744,-44.3586,32.34,32.34,20,92,3.33,overcast clouds
476,Newport,GB,51.5877,-2.9984,12.12,8.23,92,61,4.41,broken clouds
477,Warman,CA,52.3168,-106.5679,26.61,25.61,21,83,5.32,broken clouds
478,Nortelândia,BR,-14.4547,-56.8028,28.01,28.01,54,93,1.43,overcast clouds
479,Begowāl,IN,31.6167,75.5167,25.99,25.99,73,3,2.32,clear sky
480,Sisimiut,GL,66.9395,-53.6735,-0.78,-0.78,46,0,2.18,clear sky
481,Egvekinot,RU,66.3167,-179.1667,-3.06,-3.06,94,100,0.3,light snow
482,Wajir,KE,1.7471,40.0573,25.44,25.44,60,99,6.86,overcast clouds
483,Siverskiy,RU,59.3544,30.0783,8.33,7.49,68,100,1.54,overcast clouds
484,Tromsø,NO,69.6496,18.957,7.99,1.36,93,0,1.03,clear sky
485,Qiongshan,CN,20.0058,110.3542,24.58,24.58,83,1,1.35,clear sky
486,Abbeville,FR,50.1,1.8333,15.27,12.78,66,99,6.35,light rain
487,Vidim,RU,56.4088,103.1106,-1.33,-1.33,99,98,1.29,overcast clouds
488,Wronki,PL,52.7105,16.3804,14.78,13.3,67,100,4.09,overcast clouds
489,Beya,RU,53.0533,90.9139,-1.82,-1.82,66,78,1.08,broken clouds
490,Itarema,BR,-2.9248,-39.9167,26.32,26.32,82,5,6.86,clear sky
491,Buenos Aires,AR,-34.6132,-58.3772,15.55,14.32,87,84,0.89,broken clouds
492,Bulolo,PG,-7.2,146.65,26.28,26.28,79,100,0.97,overcast clouds
493,Cuamba,MZ,-14.8031,36.5372,24.75,24.75,37,20,2.17,few clouds
494,Ariquemes,BR,-9.9133,-63.0408,27.65,27.65,60,88,1.02,overcast clouds
495,Psebay,RU,44.1234,40.8107,7.9,7.9,94,88,1.17,overcast clouds
496,Noumea,NC,-22.2763,166.4572,25.99,25.0,99,45,6.83,scattered clouds
497,Abong Mbang,CM,3.9833,13.1833,19.21,19.21,99,100,1.09,light rain
498,Havre-St-Pierre,CA,50.2334,-63.5986,9.96,9.96,82,97,5.06,overcast clouds
499,Buchanan,LR,5.8808,-10.0467,25.61,25.61,85,97,1.67,overcast clouds
500,Kerman,IR,30.2832,57.0788,21.7,21.7,16,0,1.72,clear sky
501,Kamina,CD,-8.7386,24.9906,20.04,20.04,63,9,1.16,clear sky
502,Harrisonville,US,38.6533,-94.3488,30.76,27.21,47,1,0.0,clear sky
503,Hofn,IS,64.2539,-15.2082,3.54,3.54,57,100,6.21,overcast clouds
504,Surgut,RU,61.25,73.4167,3.1,3.1,81,0,3.0,clear sky
505,Galle,LK,6.0367,80.217,25.63,25.63,87,78,5.84,broken clouds
506,Dabola,GN,10.75,-11.1167,21.83,21.83,92,50,1.42,light rain
507,Upington,ZA,-28.4478,21.2561,18.09,18.09,22,100,4.07,overcast clouds
508,Tezu,IN,27.9167,96.1667,23.43,23.43,82,74,1.15,broken clouds
509,Sabha,LY,27.0377,14.4283,25.13,25.13,23,0,2.18,clear sky
510,Labuhan,ID,-6.8844,112.2051,25.2,25.2,79,16,3.95,few clouds
511,Scordia,IT,37.2981,14.8408,23.05,21.77,84,7,0.76,clear sky
512,Namtsy,RU,62.7161,129.6658,-0.94,-0.94,59,6,1.85,clear sky
513,Maamba,ZM,-17.3667,27.15,24.14,24.14,29,6,1.18,clear sky
514,Río Cuarto,AR,-33.1307,-64.3499,12.87,8.8,82,75,5.66,broken clouds
515,Palmer,US,42.1584,-72.3287,18.34,15.23,82,100,1.44,overcast clouds
516,Makkah al Mukarramah,SA,21.4267,39.8261,28.37,28.37,55,21,2.92,few clouds
517,Pringsewu,ID,-5.3582,104.9744,23.16,23.16,97,97,0.62,overcast clouds
518,Muros,ES,42.7762,-9.0603,16.58,10.08,93,19,0.43,few clouds
519,Estevan,CA,49.1334,-102.9842,32.19,31.23,11,7,5.57,clear sky
520,La Providencia,MX,28.7167,-111.5833,33.04,30.05,53,0,5.81,clear sky
521,Ayna,PE,-12.65,-73.9167,17.53,17.53,86,93,0.3,overcast clouds
522,Diamantina,BR,-18.2494,-43.6003,19.49,19.49,63,100,1.38,overcast clouds
523,Nouakchott,MR,18.0858,-15.9785,25.96,25.96,74,0,4.81,clear sky
524,Tabou,CI,4.423,-7.3528,25.21,25.21,87,94,2.51,overcast clouds
525,Wanning,CN,18.8003,110.3967,24.47,24.47,88,60,1.41,broken clouds
526,Gijang,KR,35.2442,129.2139,22.58,22.58,85,97,1.49,overcast clouds
527,Alizai,PK,33.5383,70.3462,25.44,25.44,57,3,1.21,clear sky
528,Santo Antônio do Amparo,BR,-20.9464,-44.9189,22.2,22.2,44,24,2.91,few clouds
529,Saint-Joseph,RE,-21.3667,55.6167,21.2,19.56,76,46,4.44,scattered clouds
530,Saint Anthony,US,45.0205,-93.218,27.86,23.01,48,5,0.45,clear sky
531,Perama,GR,37.9757,23.5828,22.03,18.65,61,20,0.0,few clouds
532,Amahai,ID,-3.3333,128.9167,26.58,26.58,82,90,0.51,overcast clouds
533,Cabedelo,BR,-6.9811,-34.8339,24.37,24.37,80,6,7.8,clear sky
534,Hamilton,US,39.1834,-84.5333,26.91,23.27,68,3,1.44,clear sky
535,Ürümqi,CN,43.801,87.6005,11.53,11.53,41,0,3.0,clear sky
536,Muzhi,RU,65.3667,64.6667,2.45,2.45,93,100,1.98,overcast clouds
537,Boffa,GN,10.1667,-14.0333,23.06,23.06,91,88,0.64,light rain
538,Korla,CN,41.7597,86.1469,19.01,19.01,24,27,2.7,scattered clouds
539,Upata,VE,8.0086,-62.3989,24.55,24.55,88,76,1.17,broken clouds
540,Kaitangata,NZ,-46.2817,169.8464,14.4,14.4,53,40,4.97,scattered clouds
541,Deer Lake,CA,49.1667,-57.4316,9.7,9.7,93,100,2.73,overcast clouds
542,Daru,PG,-9.0763,143.2092,26.95,26.95,81,100,6.77,overcast clouds
543,Huilong,CN,31.8111,121.655,26.1,24.43,84,55,4.87,light rain
544,Pokhara,NP,28.2333,83.9833,20.74,20.74,79,91,2.18,overcast clouds
545,Ambon City,ID,-3.6954,128.1814,26.08,26.08,94,40,1.54,scattered clouds
546,Anuchino,RU,43.9622,133.0544,16.26,16.26,83,100,1.48,overcast clouds
547,Kimbe,PG,-5.5502,150.1429,29.25,29.25,69,100,0.8,overcast clouds
548,Kahului,US,20.8947,-156.47,29.01,26.49,69,40,10.8,scattered clouds
549,Otjimbingwe,NA,-22.35,16.1333,16.24,16.24,55,1,0.76,clear sky
550,Conceição do Araguaia,BR,-8.2578,-49.2647,25.2,25.2,75,100,2.58,moderate rain
551,Yārāda,IN,17.65,83.2667,25.18,25.18,100,75,1.03,mist
552,Olenegorsk,RU,68.15,33.3,6.9,6.9,87,79,2.5,broken clouds
553,Hyde,GB,53.4513,-2.0794,11.17,8.16,93,40,1.54,scattered clouds
554,Luganville,VU,-15.5333,167.1667,26.09,26.09,86,93,5.06,overcast clouds
555,Nagaoka,JP,37.45,138.85,20.92,20.92,78,8,1.9,clear sky
556,Pervomayskoye,RU,43.919,46.7102,13.85,13.85,66,97,1.99,overcast clouds
557,Kuching,MY,1.55,110.3333,25.12,25.12,94,40,1.03,heavy intensity rain
558,Sørland,NO,67.667,12.6934,11.53,11.53,79,100,3.48,overcast clouds
559,Imeni Zhelyabova,RU,58.9544,36.5956,4.19,4.19,89,100,1.05,overcast clouds
560,Rantepao,ID,-2.9701,119.8978,21.52,21.52,88,57,0.28,broken clouds
561,Seymchan,RU,62.8833,152.4333,-2.0,-2.0,53,10,4.32,clear sky
562,Dumas,US,35.8656,-101.9732,28.08,26.17,24,1,10.29,clear sky
563,Plettenberg Bay,ZA,-34.0527,23.3716,12.92,12.92,78,99,2.76,overcast clouds
564,São Félix do Xingu,BR,-6.6447,-51.995,22.55,22.55,96,89,1.13,heavy intensity rain
565,Kruisfontein,ZA,-34.0033,24.7314,11.6,11.6,83,100,3.01,overcast clouds
566,Batemans Bay,AU,-35.7167,150.1833,17.83,17.17,58,98,0.6,light rain
567,Dingtao,CN,35.0683,115.5625,15.77,15.77,95,0,1.86,clear sky
568,Beirut,LB,33.8889,35.4944,21.59,20.34,69,0,2.59,clear sky
569,Coahuayana Viejo,MX,18.7333,-103.6833,29.23,29.23,71,60,1.73,broken clouds
570,Moindou,NC,-21.6924,165.677,25.97,25.97,61,33,2.74,scattered clouds
571,Assiut,EG,27.181,31.1837,24.57,24.57,32,0,4.05,clear sky
572,Boulder,US,40.0833,-105.3505,23.66,11.86,35,1,1.79,clear sky
573,Tayu,ID,-6.5397,111.0518,24.82,24.82,78,47,3.72,scattered clouds
574,Shahrud,IR,36.4182,54.9763,16.24,16.24,47,0,3.83,clear sky
575,Banda Aceh,ID,5.5577,95.3222,25.19,25.19,87,100,3.93,light rain
576,Khao Yoi,TH,13.2403,99.8243,25.51,25.51,87,85,1.6,overcast clouds
577,Danjiangkou,CN,32.5428,111.5086,17.58,17.58,94,4,2.27,light rain
578,Ballina,AU,-28.8667,153.5667,20.43,19.1,68,100,4.57,overcast clouds
579,Samarai,PG,-10.6167,150.6667,26.14,26.14,88,100,7.5,moderate rain
580,Rio Grande,BR,-32.035,-52.0986,16.64,16.64,93,100,6.74,overcast clouds
581,Longonjo,AO,-12.9067,15.2533,19.11,19.11,58,73,1.15,broken clouds
582,Gainesville,US,29.6516,-82.3248,27.75,24.45,63,1,0.0,clear sky
583,Necochea,AR,-38.5473,-58.7368,10.58,10.58,78,5,4.74,clear sky
584,Malé,MV,4.1748,73.5089,27.41,27.41,83,96,6.6,overcast clouds
585,Chernyshevskiy,RU,63.0128,112.4714,-3.86,-3.86,87,26,1.98,scattered clouds
586,Koygorodok,RU,60.445,50.9968,3.93,3.93,80,100,1.34,overcast clouds
587,Mocorito,MX,25.4833,-107.9167,33.48,33.45,46,3,4.47,clear sky
588,Grand-Santi,GF,4.25,-54.3833,25.02,25.02,71,62,1.35,heavy intensity rain
589,Wysokie Mazowieckie,PL,52.9166,22.5171,8.33,7.98,87,100,3.38,overcast clouds
590,Ixtapa,MX,20.7,-105.2,27.9,27.9,86,38,0.45,scattered clouds
591,Zhangye,CN,38.9342,100.4517,15.36,15.36,25,0,2.44,clear sky
592,Bac Lieu,VN,9.285,105.7244,26.3,26.3,86,43,2.2,scattered clouds
593,Pirogovo,RU,56.7796,53.1495,0.36,0.36,88,77,2.45,broken clouds
594,Mitú,CO,1.1983,-70.1733,24.72,24.72,82,94,0.5,overcast clouds
595,Cortez,US,37.3489,-108.5859,19.73,14.68,59,40,1.54,scattered clouds
596,Terbuny,RU,52.1389,38.2789,5.54,5.54,81,99,3.61,overcast clouds
597,Tarata,BO,-17.6167,-66.0167,18.06,18.06,50,20,3.5,few clouds
598,Porto União,BR,-26.2381,-51.0783,19.26,19.26,80,95,3.02,moderate rain
599,Ancud,CL,-41.8697,-73.8203,10.74,10.74,78,91,1.25,overcast clouds
600,Siparia,TT,10.1333,-61.5,28.86,27.66,86,5,4.59,clear sky
601,Sémbé,CG,1.6481,14.5806,20.88,20.88,98,67,0.85,broken clouds
602,Nola,IT,40.922,14.5329,23.64,18.69,75,28,1.14,scattered clouds
603,Carberry,CA,49.8689,-99.3602,26.47,26.47,24,35,5.32,scattered clouds
604,Antalaha,MG,-14.9003,50.2788,20.22,20.22,91,37,2.57,light rain
605,Menongue,AO,-14.6585,17.691,19.57,19.57,43,83,1.5,broken clouds
606,Half Moon Bay,US,37.4636,-122.4286,27.06,18.5,46,1,5.14,clear sky
607,João Pinheiro,BR,-17.7425,-46.1725,27.15,27.15,36,58,4.23,broken clouds
608,Mollendo,PE,-17.0231,-72.0147,16.37,16.37,81,6,1.46,clear sky
609,Sobolevo,RU,54.4299,31.8996,6.19,6.19,84,92,2.69,overcast clouds
610,Dakar,SN,14.6937,-17.4441,28.12,28.12,81,1,4.06,clear sky
611,Yazman,PK,29.1212,71.7446,31.07,31.07,55,8,3.72,clear sky
612,Xiantao,CN,30.3833,113.4,19.46,19.46,92,99,2.92,overcast clouds
613,Benguela,AO,-12.5763,13.4055,21.41,21.41,84,11,2.29,few clouds
614,San Buenaventura,MX,27.0833,-101.5333,33.44,33.44,35,15,3.07,few clouds
615,La Ronge,CA,55.1001,-105.2842,20.08,20.08,48,29,5.26,scattered clouds
616,Mutare,ZW,-18.9707,32.6709,18.23,18.23,63,21,1.07,few clouds
617,Néa Péramos,GR,38.0076,23.423,23.11,19.42,53,20,0.0,few clouds
618,Ahipara,NZ,-35.1667,173.1667,14.33,14.33,54,39,4.98,scattered clouds
619,Esmeralda,CU,21.8525,-78.1169,27.58,27.58,73,25,4.1,scattered clouds
620,Finschhafen,PG,-6.6024,147.8681,28.29,28.29,73,100,4.82,overcast clouds
621,Shumskiy,RU,54.8318,99.1328,-0.85,-0.85,99,99,0.66,overcast clouds
622,Alamosa,US,37.4695,-105.87,18.99,15.73,34,1,2.06,clear sky
623,Manjacaze,MZ,-24.7117,33.8828,19.2,19.2,82,0,1.45,clear sky
624,Sterling,US,39.0062,-77.4286,24.53,20.44,77,75,1.54,broken clouds
625,Prince Rupert,CA,54.3161,-130.3201,11.05,9.83,72,1,4.12,clear sky
626,Cam Ranh,VN,11.9214,109.1591,25.98,25.98,83,20,2.06,few clouds
627,Kasane,BW,-17.8167,25.15,22.33,22.33,27,16,2.12,few clouds
628,La Santisima Trinidad,BO,-14.8333,-64.9,30.99,30.99,58,31,0.0,scattered clouds
629,Fredericton,CA,45.9454,-66.6656,15.01,12.98,85,100,2.52,overcast clouds
630,Karratha,AU,-20.7377,116.8463,22.9,22.9,25,1,3.52,clear sky
631,Alekseyevka,RU,50.6309,38.6903,7.57,7.57,80,100,4.38,overcast clouds
